imgs/train/bookstore_video0_60.jpg,775,899,818,940,Pedestrian
imgs/train/bookstore_video0_60.jpg,832,174,876,219,Pedestrian
imgs/train/bookstore_video0_60.jpg,399,999,419,1031,Pedestrian
imgs/train/bookstore_video0_60.jpg,419,1033,448,1067,Pedestrian
imgs/train/bookstore_video0_60.jpg,589,976,628,1013,Pedestrian
imgs/train/bookstore_video0_60.jpg,880,265,933,315,Pedestrian
imgs/train/bookstore_video0_60.jpg,684,838,743,879,Biker
imgs/train/bookstore_video0_60.jpg,882,811,941,861,Biker
imgs/train/bookstore_video0_60.jpg,1097,802,1117,829,Pedestrian
imgs/train/bookstore_video0_60.jpg,1075,791,1103,818,Pedestrian
imgs/train/bookstore_video0_60.jpg,1050,768,1083,802,Pedestrian
imgs/train/bookstore_video0_60.jpg,1038,741,1087,784,Pedestrian
imgs/train/bookstore_video0_60.jpg,915,738,975,791,Biker
imgs/train/bookstore_video0_60.jpg,413,1010,433,1040,Pedestrian
imgs/train/bookstore_video0_60.jpg,1085,557,1137,609,Pedestrian
imgs/train/bookstore_video0_60.jpg,1066,775,1093,806,Pedestrian
imgs/train/bookstore_video0_90.jpg,793,899,836,940,Pedestrian
imgs/train/bookstore_video0_90.jpg,812,176,856,222,Pedestrian
imgs/train/bookstore_video0_90.jpg,399,1001,419,1033,Pedestrian
imgs/train/bookstore_video0_90.jpg,423,1033,450,1067,Pedestrian
imgs/train/bookstore_video0_90.jpg,593,976,632,1013,Pedestrian
imgs/train/bookstore_video0_90.jpg,858,285,909,335,Pedestrian
imgs/train/bookstore_video0_90.jpg,795,811,854,852,Biker
imgs/train/bookstore_video0_90.jpg,947,750,1006,800,Biker
imgs/train/bookstore_video0_90.jpg,1115,786,1135,813,Pedestrian
imgs/train/bookstore_video0_90.jpg,1091,777,1119,804,Pedestrian
imgs/train/bookstore_video0_90.jpg,1069,750,1093,777,Pedestrian
imgs/train/bookstore_video0_90.jpg,1060,716,1109,759,Pedestrian
imgs/train/bookstore_video0_90.jpg,996,691,1056,743,Biker
imgs/train/bookstore_video0_90.jpg,413,1010,433,1040,Pedestrian
imgs/train/bookstore_video0_90.jpg,1038,537,1089,587,Pedestrian
imgs/train/bookstore_video0_90.jpg,1081,763,1109,795,Pedestrian
imgs/train/bookstore_video0_120.jpg,801,902,844,942,Pedestrian
imgs/train/bookstore_video0_120.jpg,793,181,836,226,Pedestrian
